codigo;descripcion;unidad;precio
120456;PROYECTOR LED BASCULANTE 3000K 50W;UNIDA;25210
120489;PROYECTOR LED C/PANEL SOLAR 30W;UNIDA;31092
120502;PROYECTOR LED C/PANEL SOLAR 90W;UNIDA;46218
120488;PROYECTOR LED CON PANEL SOLAR 30W GRIS;UNIDA;29412
120420;PROYECTOR LED DE AREA INDUSTRIAL 600W;UNIDA;924370
120466;PROYECTOR LED TG-Y 10W CERT.POR SEC.;UNIDA;2941
120468;PROYECTOR LED TG-Y 20W CERT.POR SEC.;UNIDA;3277
120469;PROYECTOR LED TG-Y 30W CERT.POR SEC.;UNIDA;4622
120449;PROYECTOR LED WL-77;UNIDA;15000
120440;PROYECTOR LED WL-77;UNIDA;2437
120450;PROYECTOR LED WL-77;UNIDA;21008
120451;PROYECTOR LED WL-77;UNIDA;37815
120441;PROYECTOR LED WL-77;UNIDA;3319
120452;PROYECTOR LED WL-77;UNIDA;46218
120442;PROYECTOR LED WL-77;UNIDA;4370
120443;PROYECTOR LED WL-77;UNIDA;5882
120445;PROYECTOR LED WL-77G C/SENSOR 20W;UNIDA;5462
120446;PROYECTOR LED WL-77G C/SENSOR 30W;UNIDA;6303
120447;PROYECTOR LED WL-77G C/SENSOR 50W;UNIDA;7479
120490;PROYECTOR LED YRW 10W-P/USO INTERIOR;UNIDA;3277
120491;PROYECTOR LED YRW 20W-P/USO INTERIOR;UNIDA;5462
120492;PROYECTOR LED YRW 30W-P/USO INTERIOR;UNIDA;5882
120460;PROYECTOR LED YRW30W P/USO INTERIOR;UNIDA;12605
120463;PROYECTOR LED YRW50W P/USO INTERIOR;UNIDA;33193
160865;PROYECTOR RECTANGULAR LED 40W 3000K;UNIDA;26891
070197;RASTRILLO R103-14D 24/C. ROJO;UNIDA;2101
070196;RASTRILLO R104-14D 24/C. VERDE;UNIDA;2101
030383;REGADOR AUTOMATICO 0337;UNIDA;1261
030388;REGADORA AUTOMATICA 13801;UNIDA;1681
030386;REGADORA P/JARDIN N.3806.;UNIDA;1261
030387;REGADORA P/JARDIN NO.331 BRONCE;UNIDA;1681
011900;"REGLA ACERO 12""";UNIDA;1513
030644;REJILLA ACERO GRANDE;UNIDA;630
030645;REJILLA ALUMNIO;UNIDA;420
030650;REJILLA FILTRO UNIVERSAL;UNIDA;420
030651;REJILLA TECA;UNIDA;294
130163;RELOJ PARA PRENSA HIDRAULICA 30T/50T;UNIDA;29412
160182;REMARCADOR 10 (20)A 12/C;UNIDA;10084
140021;REP.P/SELLADORA 200,300,400MM;UNIDA;2101
140020;REPUESTO P/SELLADORA;UNIDA;4622
011181;RODILLO DE CHIPORO 20CM;UNIDA;1681
010475;RUEDA C/EJE P/CARRETILLA;UNIDA;11345
010473;RUEDA NEUMATICA P/YEGUA;UNIDA;7479
010462;"RUEDA PERNO G. 072SZ 3""";UNIDA;1261
010454;"RUEDA PLACA F. 042SY 4""";UNIDA;2185
010463;"RUEDA PLACA F. 072SZ 4""";UNIDA;1681
010450;RUEDA PLACA G. 042SY;UNIDA;840
010452;"RUEDA PLACA G. 042SY 3""";UNIDA;1681
010455;"RUEDA PLACA G. 042SY 4""";UNIDA;2101
010458;"RUEDA PLACA G. 042SY 5""";UNIDA;2185
010915;"RUEDA PLASTICA 1.5""";UNIDA;462
010916;"RUEDA PLASTICA 2""";UNIDA;588
010472;RUEDA PLASTICA CHICA P/YEGUA;UNIDA;4622
010906;"RUEDA PLASTICA DE PERNO 1""";UNIDA;420
010907;"RUEDA PLASTICA DE PERNO 1.5""";UNIDA;420
010908;"RUEDA PLASTICA DE PERNO 2""";UNIDA;462
010900;"RUEDA PLASTICA DE PLACA 1""";UNIDA;462
010901;"RUEDA PLASTICA DE PLACA 1.5""";UNIDA;546
010902;"RUEDA PLASTICA DE PLACA 2""";UNIDA;546
070080;"SACACLAVOS 12""";UNIDA;1681
070081;"SACACLAVOS 18""";UNIDA;2101
011525;SALIDA DE CAJA EMT 20MM Z3020;UNIDA;319
011526;SALIDA DE CAJA EMT 25MM Z3025;UNIDA;546
011527;SALIDA DE CAJA EMT 32MM Z3032;UNIDA;840
030312;"SEGURO P/VENTANA 145/. 3""";UNIDA;168
030313;"SEGURO P/VENTANA 145/C 4""";UNIDA;168
030314;"SEGURO P/VENTANA 145/C 5""";UNIDA;210
030316;"SEGURO P/VENTANA 72/C 8""";UNIDA;294
030315;"SEGURO P/VENTANA P/150 6""";UNIDA;210
140000;SELLADORA P/BOLSA PLAS.200MM 10/C;UNIDA;15966
140002;SELLADORA P/BOLSA PLAS.300MM 10/C;UNIDA;21008
140003;SELLADORA P/BOLSA PLAS.400MM 6/C;UNIDA;22689
160273;SEPARADORA P/CANALETA;UNIDA;1513
011740;"SERRUCHO DE CHINA 18"" 60/C.";UNIDA;1513
011741;"SERRUCHO DE CHINA 20"" 60/C.";UNIDA;1681
011742;"SERRUCHO DE CHINA 22"" 60/C.";UNIDA;2101
011743;"SERRUCHO DE CHINA 24"" 60/C.";UNIDA;2353
011748;"SERRUCHO DE EBANISTA 12""";UNIDA;1008
011747;"SERRUCHO DE EBANISTA 10""";UNIDA;840
011746;"SERRUCHO DE EBANISTA 8"" 150/C.";UNIDA;672
010607;SET DE DADOS P/CAMION NO.68.;UNIDA;29412
011800;SET GRATA HY9222 2P;UNIDA;2353
010752;SET LLAVE HALEN 1.5-12P;UNIDA;1681
010751;SET LLAVES HALEN 1.5-10 10P;UNIDA;1261
011034;SET PUNTA DEST. AX-23031 31/SET 20/C;UNIDA;3782
140136;SIERRA CALADORA ELEC.CHINA 55(6);UNIDA;7983
200201;SILICONA LARGA;UNIDA;5882
130154;SILLA DE ESPERA AZUL;UNIDA;92437
130155;SILLA DE ESPERA 3 PUESTOS;UNIDA;126050
160201;TABLERO EMB.;UNIDA;14706
160211;TABLERO EMB.;UNIDA;19748
160197;TABLERO EMB. 12 MODULOS 20/C;UNIDA;8824
160191;TABLERO EMB. 4 MODULOS 30/C;UNIDA;5462
160193;TABLERO EMB. 6 MODULOS 30/C;UNIDA;5462
160195;TABLERO EMB. 8 MODULOS 30/C;UNIDA;6303
160213;TABLERO M36 EMB. 5/C;UNIDA;29412
160212;TABLERO M36 S/P;UNIDA;29412
160230;TABLERO METALICO 300X200X150;UNIDA;16807
160231;TABLERO METALICO 400X300X200;UNIDA;27311
160232;TABLERO METALICO 500X400X200;UNIDA;35294
160233;TABLERO METALICO 600X500X200;UNIDA;42017
160200;TABLERO S/P;UNIDA;14706
160210;TABLERO S/P;UNIDA;19748
160196;TABLERO S/P. 12 MODULOS 20/C;UNIDA;8824
160190;TABLERO S/P. 4 MODULOS 30/C;UNIDA;5462
160192;TABLERO S/P. 6 MODULOS 30/C;UNIDA;5882
160194;TABLERO S/P. 8 MODULOS 30/C;UNIDA;6303
130203;TALADRO PEDESTAL 13MM ZH4113;UNIDA;92437
160125;"TAPA 16"" DE CAMPANA";UNIDA;10084
160126;"TAPA 22"" DE CAMPANA";UNIDA;16807
040306;TAPA FINAL CANALETA 100X50;UNIDA;1403
040326;TAPA FINAL P/CANALETA 40X16;UNIDA;252
160135;TAPA P.C;UNIDA;13866
160229;"TAPA P/CAMPANA PC 12""";UNIDA;5042
030643;TAPON P/LAVAPLATO;UNIDA;210
030657;TAPON TECA;UNIDA;126
030642;TAPON UNIVERSAL;UNIDA;244
070460;TARUGO NYLON DE PALOMA;UNIDA;29
030666;"TEFLON 1""";UNIDA;336
030665;"TEFLON 10M X 3/4""MM";UNIDA;294
030664;TEFLON 10MX12.5MM 2400/C;UNIDA;462
160254;TENASA TOMA TIERRA 300A;UNIDA;2101
130491;"TENSOR PIOLA ACERO 3/16""";UNIDA;336
130493;"TENSOR PIOLA ACERO 5/16""";UNIDA;1261
011538;TERMINAL P/TUB.EMT 25MM JDG3025;UNIDA;336
011539;TERMINAL P/TUB.EMT 32MM JDG3032;UNIDA;462
070245;"TIJERA DE PODAR 8"" 120/C";UNIDA;2521
070243;"TIJERA DE UVA 8"" 30/C";UNIDA;2101
070249;"TIJERA PASTO SK606 12"" 24/C";UNIDA;4622
070244;"TIJERAS DE JARDIN 8""";UNIDA;2437
070253;"TIJERAS DE LATA ""AVION"" 10""";UNIDA;2941
070242;"TIJERAS DE PODAR 10""";UNIDA;3277
070254;"TIJERAS DE PODAR SE731 8""";UNIDA;2101
070259;TIJERON C/MANGO CROMADO;UNIDA;4202
159957;TOMA CORR. DOBLE INT.SIMPLE 20/PC;UNIDA;2101
169943;TOMA CORRIENTE DOBLE 10 110/250V;UNIDA;2353
159943;TOMA CORRIENTE DOBLE 10A 250V 20B/200C;UNIDA;2500
159955;TOMA CORRIENTE DOBLE SPTO. 10A 20B/320C;UNIDA;2437
169969;TOMA CORRIENTE SIMPLE 10A 110/250V 120/C;UNIDA;2101
159969;TOMA CORRIENTE SIMPLE 10A.250V 20B/200C;UNIDA;2353
159954;TOMA CORRIENTE SIMPLE 2P+T 10A 20B/320C;UNIDA;1800
169971;TOMA CORRIENTE TRIPLE 10A 110/250V;UNIDA;2941
159971;TOMA CORRIENTE TRIPLE 10A.250V 20B/200C;UNIDA;2521
159949;TOMA CORRIENTE TRIPLE SPTO.10A;UNIDA;2689
159981;TOMA CRRTE.NEV.SPT.10A+TOMA CTE.10/16A;UNIDA;2521
130227;TORNO C6250C/1500;UNIDA;7983193
130228;TORNO C6250C/2000;UNIDA;8361345
130223;TORNO CZ-1440G/1;UNIDA;3781513
130222;TORNO MODELO CZ1340G/1;UNIDA;3445378
130226;TORNO MULTIUSO HQ800;UNIDA;2310924
130149;TRANSPALETA 2000KG NO.1;UNIDA;235294
130147;TRANSPALETA 2000KG NO.2;UNIDA;138655
150010;TRNSFORMADOR P/ LAMP. PISCINA 60W;UNIDA;15546
010710;"TROZADOR PARA RAMA 21""";UNIDA;1345
010711;"TROZADOR PARA RAMA 24""";UNIDA;1513
010712;"TROZADOR PARA RAMA 30""";UNIDA;2101
011500;TUBERIA EMT 20MM CERT 1.2MM;UNIDA;2941
011501;TUBERIA EMT 25MM CERT. 1.2MM 6/C;UNIDA;4622
011502;TUBERIA EMT 32MM CERT 1.2MM 5/C;UNIDA;5462
160289;TUBO ALURO METALIC0 250W;UNIDA;7425
160274;TUBO DE AHORRO 20W P/PANT.HALOGENA 500W;UNIDA;3782
160275;TUBO DE AHORRO 40W P/PANT.HALOGENA 1000W;UNIDA;4202
030614;TUBO FEX.HEM/HEM.30CM;UNIDA;588
030616;TUBO FEX.HEM/HEM.40CM;UNIDA;672
030618;TUBO FEX.HEM/HEM.50CM;UNIDA;840
030615;TUBO FEX.HEM/M.40CM;UNIDA;672
030617;TUBO FEX.HEM/M.50CM;UNIDA;840
030612;"TUBO FLEX. 1/2 X5/8""";UNIDA;672
030613;TUBO FLEX.HEM/M.30CM;UNIDA;588
030620;TUBO FLEX.P/DUCHA 1.5M;UNIDA;1639
160161;TUBO FLU. EN COLOR 20W AM.;UNIDA;2269
160160;TUBO FLU. EN COLOR 20W R.;UNIDA;2269
160162;TUBO FLU. EN COLOR 20W V;UNIDA;2269
160166;TUBO FLU. EN COLOR 40W AM.;UNIDA;2521
160168;TUBO FLU. EN COLOR 40W AZUL;UNIDA;2521
160169;TUBO FLU. EN COLOR 40W NE.;UNIDA;2689
160165;TUBO FLU. EN COLOR 40W R. 25/C;UNIDA;2521
160167;TUBO FLU. EN COLOR 40W VE.;UNIDA;2521
160804;TUBO FLUO.LED DE VIDRIO 18W LUZ FRIA 30/C;UNIDA;2521
160805;TUBO FLUO.LED DE VIDRIO 9W LUZ FRIA 30/C;UNIDA;2353
160801;TUBO FLUO.LED P.C 18W 3500K;UNIDA;2941
160480;TUBO HALOGENO 100 W;UNIDA;378
160806;TUBO LED 9W POLICARBONATO;UNIDA;2941
120160;TUBO T5 13W AMARILLO;UNIDA;1513
120163;TUBO T5 13W AZUL;UNIDA;1513
120164;TUBO T5 13W NEGRO;UNIDA;1681
120161;TUBO T5 13W ROJO;UNIDA;1513
120162;TUBO T5 13W VERDE;UNIDA;1513
120170;TUBO T5 21W AMARILLO;UNIDA;1681
120173;TUBO T5 21W AZUL;UNIDA;1681
120171;TUBO T5 21W ROJO;UNIDA;1681
120172;TUBO T5 21W VERDE;UNIDA;1681
120180;TUBO T5 28W AMARILLO;UNIDA;2101
120183;TUBO T5 28W AZUL;UNIDA;2101
120184;TUBO T5 28W NEGRO;UNIDA;2521
120181;TUBO T5 28W ROJO;UNIDA;2521
120182;TUBO T5 28W VERDE;UNIDA;2101
120150;TUBO T5 8W AMARILLO;UNIDA;1008
120153;TUBO T5 8W AZUL;UNIDA;1008
120154;TUBO T5 8W NEGRO;UNIDA;1261
120151;TUBO T5 8W ROJO;UNIDA;1008
120152;TUBO T5 8W VERDE;UNIDA;1008
030652;"UNION LLAVE 1/2""";UNIDA;294
030654;"UNION LLAVE 1/2"" A 3/4""";UNIDA;420
030653;UNION MANGUERA;UNIDA;252
040300;UNION P/CANALETA 100X50;UNIDA;672
040321;UNION P/CANALETA 40X16;UNIDA;252
011530;UNION ZINC P/TUB.EMT 20MM;UNIDA;420
011531;UNION ZINC P/TUB.EMT 25MM;UNIDA;504
011532;UNION ZINC P/TUB.EMT 32MM;UNIDA;672
280151;WALL PANEL BK-04-007 3800 X 380 X 16MM 1.444M2;UNIDA;15966
280152;WALL PANEL BK-4-006 3800 X 380 X 16MM 1.444M2;UNIDA;15966
280153;WALL PANEL VS-04-003 3800 X 380 X 16MM 1.444M2;UNIDA;15966
130141;YALE DE DIESEL XCB-D30 36.8KW 3000MM 3T;UNIDA;14117647
130140;YALE LIVIANO 1500KILOS;UNIDA;8823529
010478;YEGUA C/RUEDA ROJA 250K;UNIDA;37815
010479;YEGUA FORZADA AZUL 250KLOS;UNIDA;39496
070360;ALICATE MULTIUSO HS7004;SET;2521
120330;AMARA;BOLSA;840
120332;AMARA 250X3.6MM 100/N 250/C;100;1092
120333;AMARA 300X3.6MM 100/N 200/C;100;1345
120334;AMARA 350X4.8MM 100/N 100/C;100;2437
120335;AMARA 400X4.8MM 100/N 100/C;100;2689
120336;AMARA 500X4.8MM 100/N 100/C;100;3193
120300;AMARA 150 X 3.6MM;BOLSA;840
120301;AMARA 200 X 3.6MM;BOLSA;1008
120302;AMARA 250 X 3.6MM;BOLSA;1261
120303;AMARA 300 X 3.6MM;BOLSA;1513
120304;AMARA 350 X 4.8MM;BOLSA;2521
120305;AMARA 400 X 4.8MM;BOLSA;2941
120306;AMARA 500 X 4.8MM;BOLSA;3319
160825;AMP. LED 12W CALIDA CERT.02-12;UNDA;1513
160810;AMP. LED 5W 6500K;UNID;1261
040328;ANGULO EXTERIOR CANALETA 20X10;;210
040327;ANGULO INTERIOR CANALETA 20X10;;210
040329;ANGULO PLANO CANALETA 20X10;;210
040330;ANGULO T CANALETA 20X10;;210
130135;APILADOR AUTOMADICO FBB 15-30;NIDUI;7760000
040100;CABLE CORDON 2;METRO;840
040102;CABLE CORDON 2 X 1.5;METRO;1681
040110;CABLE CORDON 3;METRO;1261
040113;CABLE CORDON 3 X 2.5MM 100MTS;MT;1681
040130;CABLE PARALELO;100M;840
040131;CABLE PARALELO 2 X 18 R/N 6/C;100M;504
040132;CABLE PARALELO 2 X 20 BL. 10/C;100M;420
040133;CABLE PARALEO 2 X 20;100M;420
160010;CAJA ESTANCA 150X150X70MM;UNIAD;3782
120475;CAMAPANA UFO LED 100W 3000K BLANCO;;21008
120476;CAMAPANA UFO LED 100W 4000K BLANCO;;21008
120472;CAMPANA UFO LED 100W REGULABLE;;19748
120473;CAMPANA UFO LED 150W REGULABLE;;23109
120474;CAMPANA UFO LED 200W REGULABLE;;29412
010188;CANDADO DORADO 38MM;UNDAD;1092
160152;CANOA T4 16W C/TUBO;UINDA;2773
120101;CANOA T5 8W C/TUBO ROJO 50/C;UNIOD;2773
150040;CINTA LED 3528/60;UINDA;11345
020370;"CLAVO ACERO P/PISTOLA 1""";100;2941
020371;"CLAVO ACERO P/PISTOLA 1.5""";100;3782
020372;"CLAVO ACERO P/PISTOLA 2""";100;4622
020373;"CLAVO ACERO P/PISTOLA 2.5""";100;5042
020231;"CLAVO CONCRETO 2"" X 2.5MM";KILO;2101
020232;"CLAVO CONCRETO 2.5"" X 3MM";KILO;2101
020233;"CLAVO CONCRETO 3"" X 3.5MM";KILO;2101
020249;"CLAVO P/ MADERA 2""";KG;1849
020251;"CLAVO P/ MADERA 3""";KG;1849
020250;"CLAVO P/MADERA 2.5""";KG;1849
030631;"DUCHA TELEFONO 102 B.1.5M X 1/2""";UNID;3782
010929;ESCUADRA DE REPISA 10X12;PAR;1681
010930;ESCUADRA DE REPISA 12X14;PAR;2101
010925;ESCUADRA DE REPISA 4X5;PAR;504
010926;ESCUADRA DE REPISA 5X6;PAR;546
010927;ESCUADRA DE REPISA 6X8;PAR;756
010928;ESCUADRA DE REPISA 8X10;PAR;1261
011521;FOCO EMBUTIDO 40W 3000K;;19328
120226;"FOCO LED 4"" ZH-BR072 7W FRIA";;4958
120247;"FOCO LED ZH-COB201 8"" 20W FRIA";UNIA;7143
120803;FOCO LED ZH-TD04 4W CALIDA;UNIA;1134
030641;"GOMA P/LLAVE 1/2"", 5/8""";100;1681
030635;"GOMA P/TUBO FLEX. 1/2""";100;1681
030636;"GOMA P/TUBO FLEX. 3/4""";100;1681
011665;GUANTES ALBAÑIL GOMA 240/C;UNID.;1008
011663;GUANTES DE CUERO 120/C;PAR;2101
011667;GUANTES DE GOMA ASEO 240/PAR;PAR;420
011661;GUANTES DE GOMA AZUL 600/C;PAR;1134
011669;GUANTES DE GOMA LATEX;PAR.;1008
011664;GUANTES DE GOMA NARANJA;PAR;1261
011662;GUANTES DE GOMA NEGRA 960/C;PAR;714
011660;GUANTES DE GOMA VERDE 960/C;PAR;714
011657;GUANTES DESCARNE P/SOLDAR 60/C;PAR;2941
011668;GUANTES NYLON C/PUNTITA BLANCA 960/C;PAR;420
011659;GUANTES PIGMENTADO;PAR;420
140112;HOJA SIERRA CIRCULAR 7 1/4 180 DIENTES;;4500
010648;HOJA SIERRA HSS 300X12X1;HOJA;546
010356;LIJA DE AGUA NO. 600;HOJA;168
010350;LIJA DE MADERA NO.46;HOJA;168
030688;LLAVE LAVAMANO PAR SIMPLE 30403 40/C;PAR;12605
160098;PANEL LED 60X60 EMB.48W 3500K;UNID;15000
020420;"PERNO ANCLAJE DE FIJACION 3/8 X 3""";UNIA;252
070403;PIEDRA ASENTAR 8 PULGADAS;;1000
280019;PISOS LAMINADOS 1200X200X8MM LH7020;CAJA;21008
280021;PISOS LAMINADOS 1200X200X8MM LH7049;CAJA;21008
280026;PISOS LAMINADOS 1200X200X8MM LH7101;CAJA;21008
280022;PISOS LAMINADOS 1200X200X8MM LH71026;CAJA;21008
280025;PISOS LAMINADOS 1200X200X8MM LH7114;CAJA;21008
280027;PISOS LAMINADOS 1200X200X8MM LH7146;CAJA;21008
280020;PISOS LAMINADOS 1200X200X8MM LH7198;CAJA;21008
280023;PISOS LAMINADOS 1200X200X8MM LH7374;CAJA;21008
280018;PISOS LAMINADOS 1200X200X8MM LH7375;CAJA;21008
280024;PISOS LAMINADOS 1200X200X8MM LH7794;CAJA;21008
120210;PLAFON CUAD. LED C/ESCALA 8W CALIDA;;3319
120273;PLAFON CUAD.LED 12W 3000K;UNIAD;4202
120206;PLAFON REDONDA LED C/ESCALA 24W FRIA;UINDA;7563
120263;PLAFON REDONDO LED 12W 3000K;UNIAD;3782
280200;PLANCHA OSB 1220 X 2440 X 11MM;UNID;15126
120444;PROYECTOR LED WL-77G C/SENSOR 10W;UNID;4622
030385;REGADORA P/JARDIN N.332;UMIDA;1261
011906;"REGLA DE ACERO 24""";;2521
020520;REMACHE POP 5;500;5042
020524;REMACHE POP 5;250;3782
020504;REMACHE POP 5 X 8MM;500;3109
020547;REMACHE POP 6 X 10MM;250;3445
020549;REMACHE POP 6 X 12MM;250;3613
020540;REMACHE POP 6 X 6MM;250;3277
020544;REMACHE POP 6 X 8MM;250;3277
020460;REMACHE POP;1000;4118
020477;REMACHE POP;500;4370
020479;REMACHE POP;500;4622
020500;REMACHE POP;500;3277
020522;REMACHE POP;250;4118
020555;REMACHE POP;250;4202
020558;REMACHE POP;250;4370
020560;REMACHE POP;250;4622
020563;REMACHE POP;250;5042
020566;REMACHE POP;250;5630
020458;REMACHE POP 3.2 X 10MM;1000;4118
020497;REMACHE POP 4 X 18MM;500;4118
020498;REMACHE POP 4 X 20MM;500;4118
020499;REMACHE POP 4 X 22MM;500;4202
020490;REMACHE POP 4 X 6MM;1000;4160
130636;SET BROCA P/CARP.10-25MM 6/PCS.;SET;2101
130671;SET BROCA P/CONCRETO M501 5/SET;SET;714
130672;SET BROCA P/CONCRETO M502 5/SET C/P;SET;840
130670;SET BROCA P/CONCRETO M802 8/SET;SET;1008
130631;SET BROCA P/MADERA 300X8.10.12.;SET;2521
130674;SET BROCAS HSS 0.5-6.5MM 13/ SET;SET;1681
130675;SET BROCAS HSS 1-10MM 19/ SET;SET;4622
010601;"SET DADO 1/4""";SET;3361
010603;"SET DADOS 1/2""";SET;31092
010602;SET DADOS 19PCS/SET;SET;13445
010604;"SET DADOS 3/4"" 21PCS";SET;37815
010600;SET DADOS C/CHICHARRA 99199 41P;SET;2941
120326;SET DE AMARA SENSILLA 3PCS/SET;SET;1261
010606;SET DE DADOS P/CAMION NO.58;UNDAD;37815
070095;SET DE FORMON 4PCS.;SET;5462
011792;SET DE GRATA HY 9223 6PZS;SET;3277
011790;SET DE GRATA PLANA HY9212 3P;SET;3277
011021;SET DE PUNTA DS-70311 29/SET 48/C;SET;4118
011022;SET DE PUNTA DS-70334 33/SET 60/C;SET;4202
011014;SET DES.JG070 72/C;SET;1513
011018;SET DEST. 8PCS/SET;SET;3361
011004;SET DEST. ESTRELLA 2/SET;SET;840
011010;SET DEST. RELOJERO 6PCS. 250/C.;SET;1008
011000;SET DEST.99021 DE CHINA 6/SET;SET;2101
011007;SET DEST.C/MANGO TRANSPARENTE;SET;504
011001;SET DEST.LARGO FINO 6/SET 60/C;SET;2269
011003;SET DEST.P/ELE.PIN-99135 5/SET;SET;2521
011009;SET DEST.PRECISION PJN-99039 2P/SET;SET;840
011793;SET GRATA C/CEPILLO HY9226 3 PZS;SET;2101
011799;SET GRATA HY9222 2/SET GRANDE;SET;1849
010104;SET GUBIAS P/CARPINTERO 12/SET;SET;1681
070302;"SET LLAVE ""*"" 2105";SET;2941
010078;SET LLAVE C/ P. Y C.;SET;21008
070310;"SET LLAVE HALLEN ""ESTRELLA"" 7P";SET;1261
010082;SET LLAVE P/C;SET;15966
010083;SET LLAVE P/C 8-24MM 14PCS/SET NEGRO;SET;25210
010084;SET LLAVE P/C 8-32MM 24PCS/SET;SET;37815
010079;SET LLAVE P/C. 8-24MM;SET;10924
010750;SET LLAVES HALEN 1.5-10 8P.;SET;1008
130621;SET MECHA DG-W502 5/PCS.;SET;1261
130620;SET MECHA DG-W802 8/PCS.;SET;1597
070421;SET PIEDRAS 10PCS/SET;SET;1681
011028;SET PUNTA DES.JG123 50/C;SET;2101
011040;SET PUNTA DEST. AD-23036 36/SET 20/C;SET;3277
011031;SET PUNTA DEST. AX-21023B 23/SET 40/C;SET;3277
011032;SET PUNTA DEST. AX-23018 18/SET 40/C;SET;3235
011033;SET PUNTA DEST. AX-23021 21/SET 20/C;SET;4118
011042;SET PUNTA DEST. AX-23037 37/SET 20/C;SET;2521
011037;SET PUNTA DEST. AX-24067 67/SET 40/C;SET;3277
011038;SET PUNTA DEST. AX-25016 16/SET 40/C;SET;4118
011043;SET PUNTA DEST. BX-23031 30/SET 20/C;;3319
011030;SET PUNTA DEST. WS-1085 32/SET 20/C;SET;4034
011035;SET PUNTA DEST.23031B 31/SET 40/C;SET;5042
011041;SET PUNTA DEST.AD-23052 52/SET 20/C;SET;4370
011752;"SET SERRUCHO CORTE ANGULO 14""";SET;1513
030629;SET TUBO FEX P/LLAVE MONOMANDO;SET;1513
011023;SET/PUNTA DEST.PJN-99149 10/SET;SET;924
011024;SET/PUNTA DEST.PJN-99154 14/SET;SET;1008
011025;SET/PUNTA DEST.PJN-99156 14/SET;SET;1261
130233;SIERRA DE CORTE DE METAL G5018WA;;966387
040332;TAPA FINAL CANALETA 20X10;;210
070473;TARUGO GRIS 10MM 250/BOLSA;BOLSA;3950
070470;TARUGO GRIS 5MM 1000/BOLSA;BOLSA;3193
070471;TARUGO GRIS 6MM 1000/BOLSA;BOLSA;3782
070472;TARUGO GRIS 8MM 500/BOLSA;BOLSA;3782
130196;TECLE PLUMA DOBLE 2T;;197479
020383;"TORNILLO HEX. C/P.BROCA 2""";350;10504
020412;"TORNILLO VOLCANITA C/HILO FINO 1""";1000;4622
020419;"TORNILLO VOLCANITA C/HILO FNO 1-5/8""";500;5756
020393;"TORNILLO/CAB. LENTAJA C/P.BROCA 2"" 8C";800;12605
020392;"TORNILLO/CAB.LENTAJA C/P.BROCA 1-1/2"" 8C";1000;12605
030621;TUBO FLEX.P/DUCHA 2.0M;UINDA;2101
040331;UNION CANALETA 20X10;;210
280150;WALL PANEL BK-03-001 3800 X 380 X 16MM 1.444M2;UNID;15966
